value/0/#text,value/0/@_name,value/1/#text,value/1/@_name,value/2/#text,value/2/@_name,value/3/#text,value/3/@_name,value/4/#text,value/4/@_name,value/5/#text,value/5/@_name
27746,id,37166,id_1,37167,id_2,Свыше 20 человек могли заразиться сибирской язвой на базе ВВС США,text_1,Более 20 человек в Южной Корее могли заразиться сибирской язвой,text_2,0,class
27747,id,37168,id_1,37167,id_2,В США образец сибирской язвы был ошибочно отправлен в Южную Корею,text_1,Более 20 человек в Южной Корее могли заразиться сибирской язвой,text_2,-1,class
27748,id,37163,id_1,37169,id_2,МЧС России отправило 28-ю колонну с гуманитарной помощью в Донбасс,text_1,Грузовики с гуманитарной помощью МЧС России отправилась в Донбасс,text_2,0,class
27749,id,37164,id_1,37169,id_2,Самолет МЧС России доставит в Сирию гуманитарную помощь,text_1,Грузовики с гуманитарной помощью МЧС России отправилась в Донбасс,text_2,-1,class
27750,id,37165,id_1,37169,id_2,Россия отправит в Донбасс 28-ю колонну с гуманитарной помощью,text_1,Грузовики с гуманитарной помощью МЧС России отправилась в Донбасс,text_2,0,class
27751,id,37146,id_1,37170,id_2,Марадону обрадовали сообщения об аресте чиновников ФИФА,text_1,Марадона позлорадствовал в адрес арестованных чиновников ФИФА,text_2,1,class
27752,id,37080,id_1,37170,id_2,Шесть чиновников ФИФА арестованы в Швейцарии,text_1,Марадона позлорадствовал в адрес арестованных чиновников ФИФА,text_2,-1,class
27753,id,37171,id_1,37170,id_2,"Марадона заявил, что наслаждался, наблюдая за арестами чиновников ФИФА",text_1,Марадона позлорадствовал в адрес арестованных чиновников ФИФА,text_2,1,class
27754,id,37172,id_1,37173,id_2,Прокуратура потребовала семь лет тюрьмы для друга Царнаева,text_1,Друга Царнаева прокуроры попросили осудить на 7 лет тюрьмы,text_2,1,class
27755,id,37174,id_1,37175,id_2,В результате наводнений в США погиб 21 человек,text_1,Число жертв наводнений в Техасе и Оклахоме в США увеличилось до 21,text_2,0,class
27756,id,37166,id_1,37176,id_2,Свыше 20 человек могли заразиться сибирской язвой на базе ВВС США,text_1,До 20 человек могли заразиться в Южной Корее от спор сибирской язвы,text_2,0,class
27757,id,37168,id_1,37176,id_2,В США образец сибирской язвы был ошибочно отправлен в Южную Корею,text_1,До 20 человек могли заразиться в Южной Корее от спор сибирской язвы,text_2,-1,class
27762,id,37177,id_1,37178,id_2,Рик Санторум стал еще одним кандидатом-республиканцем в президенты США,text_1,Рик Санторум решил баллотироваться на пост президента США,text_2,1,class
27764,id,37179,id_1,37180,id_2,Владимир Путин поздравил пограничников с профессиональным праздником,text_1,Рогозин поздравил пограничников с профессиональным праздником,text_2,-1,class
27768,id,37183,id_1,37184,id_2,Би-би-си: за год у власти Порошенко стал богаче в семь раз,text_1,BBC: За год у власти Порошенко стал богаче в семь раз,text_2,1,class
27769,id,37145,id_1,37185,id_2,"Антиправительственные акции прошли Лондоне, задержаны три человека",text_1,Полиция задержала трех человек на антиправительственной акции в Лондоне,text_2,1,class
27771,id,37186,id_1,37187,id_2,Алексей Кубрин рассказал о проблемах трудоустройства белорусов в РФ,text_1,СМИ рассказали о проблемах с реализацией проекта «Турецкий поток»,text_2,-1,class
27772,id,37188,id_1,37189,id_2,Суд в Петербурге отложил рассмотрение дела против сотрудника Пентагона,text_1,В Петербурге задержали сотрудника Пентагона,text_2,-1,class
27775,id,37190,id_1,37191,id_2,Гуманитарная колонна МЧС России пересекла границу с Украиной,text_1,Гуманитарная колонна МЧС России прибыла в Донбасс,text_2,0,class
27776,id,37163,id_1,37191,id_2,МЧС России отправило 28-ю колонну с гуманитарной помощью в Донбасс,text_1,Гуманитарная колонна МЧС России прибыла в Донбасс,text_2,-1,class
27777,id,37164,id_1,37191,id_2,Самолет МЧС России доставит в Сирию гуманитарную помощь,text_1,Гуманитарная колонна МЧС России прибыла в Донбасс,text_2,-1,class
27778,id,37165,id_1,37191,id_2,Россия отправит в Донбасс 28-ю колонну с гуманитарной помощью,text_1,Гуманитарная колонна МЧС России прибыла в Донбасс,text_2,-1,class
27779,id,37192,id_1,37193,id_2,"Небраска стала 19-м штатом в США, отменившим смертную казнь",text_1,В Небраске отменили смертную казнь,text_2,0,class
27780,id,37194,id_1,37193,id_2,В американском штате Небраска отменили смертную казнь,text_1,В Небраске отменили смертную казнь,text_2,1,class
27786,id,37197,id_1,37198,id_2,Инвестиции РФ в энергетику Венесуэлы составят 14 миллиардов долларов,text_1,Сечин пообещал вложить 14 миллиардов долларов в Венесуэлу,text_2,0,class
27788,id,37199,id_1,37200,id_2,"Водитель опрокинул бензовоз, чтобы не врезаться в автобус с детьми",text_1,В Подмосковье бензовоз чудом избежал столкновения с автобусом с детьми,text_2,-1,class
27789,id,37201,id_1,37202,id_2,Роспотребнадзор: система биобезопасности США вызывает сомнения,text_1,Роспотребнадзор усомнился в надежности биологической системы США,text_2,0,class
27790,id,37092,id_1,37203,id_2,В Индии от жары погибли более 1100 человек,text_1,Жертвами аномальной жары в Индии за два дня стали 240 человек,text_2,0,class
27791,id,37204,id_1,37205,id_2,Путин засекретил сведения о потерях военных на спецоперациях в мирное время,text_1,Путин засекретил данные о погибших военных в мирное время,text_2,1,class
27792,id,37206,id_1,37207,id_2,ФСКН: США стали локомотивом ползучей легализации наркотиков в мире,text_1,ФСКН: США стали локомотивом ползучей легализации наркотиков,text_2,1,class
27793,id,37208,id_1,37209,id_2,Путин: США хотят не допустить переизбрания Блаттера президентом ФИФА,text_1,Путин увидел в арестах в ФИФА попытку не допустить переизбрания Блаттера,text_2,0,class
27794,id,37210,id_1,37209,id_2,"Путин: странно, что аресты чиновников ФИФА произведены по запросу США",text_1,Путин увидел в арестах в ФИФА попытку не допустить переизбрания Блаттера,text_2,-1,class
27795,id,37211,id_1,37212,id_2,Кравцов: хакеры вновь атаковали портал видеонаблюдения за ЕГЭ,text_1,Хакеры вновь атаковали портал видеонаблюдения за ЕГЭ,text_2,0,class
27797,id,37214,id_1,37213,id_2,Путин о скандале в ФИФА: США хотят распространить свою юрисдикцию,text_1,Путин прокомментировал роль США в арестах чиновников ФИФА,text_2,-1,class
27798,id,37209,id_1,37213,id_2,Путин увидел в арестах в ФИФА попытку не допустить переизбрания Блаттера,text_1,Путин прокомментировал роль США в арестах чиновников ФИФА,text_2,0,class
27799,id,37146,id_1,37213,id_2,Марадону обрадовали сообщения об аресте чиновников ФИФА,text_1,Путин прокомментировал роль США в арестах чиновников ФИФА,text_2,-1,class
27800,id,37111,id_1,37213,id_2,В Кремле не стали комментировать аресты чиновников ФИФА,text_1,Путин прокомментировал роль США в арестах чиновников ФИФА,text_2,-1,class
27801,id,37210,id_1,37213,id_2,"Путин: странно, что аресты чиновников ФИФА произведены по запросу США",text_1,Путин прокомментировал роль США в арестах чиновников ФИФА,text_2,1,class
27802,id,37171,id_1,37213,id_2,"Марадона заявил, что наслаждался, наблюдая за арестами чиновников ФИФА",text_1,Путин прокомментировал роль США в арестах чиновников ФИФА,text_2,-1,class
27804,id,37215,id_1,37213,id_2,В США заявляют о миллионах долларов на офшорных счетах чиновников ФИФА,text_1,Путин прокомментировал роль США в арестах чиновников ФИФА,text_2,-1,class
27805,id,37216,id_1,37213,id_2,"В Швейцарии допрашивают 7 чиновников ФИФА, ожидающих экстрадиции в США",text_1,Путин прокомментировал роль США в арестах чиновников ФИФА,text_2,0,class
27806,id,37217,id_1,37218,id_2,Путин о скандале в ФИФА и ЧМ-2018: нас это не касается,text_1,Путин прокомментировал скандал в ФИФА,text_2,-1,class
27807,id,37214,id_1,37218,id_2,Путин о скандале в ФИФА: США хотят распространить свою юрисдикцию,text_1,Путин прокомментировал скандал в ФИФА,text_2,0,class
27816,id,37219,id_1,37220,id_2,В Петербурге 25 тысяч выпускников сдают ЕГЭ по русскому языку,text_1,На ЕГЭ по русскому языку зафиксированы шесть нарушений,text_2,-1,class
27832,id,37221,id_1,37222,id_2,Минюст потребовал оштрафовать фонд «Династия»,text_1,"Минюст потребовал наказать фонд ""Династия"" по КоАП",text_2,1,class
27835,id,37223,id_1,37224,id_2,Во всех отделениях Сбербанка в Москве произошли сбои,text_1,В отделениях Сбербанка в Москве произошел массовый сбой,text_2,0,class
27838,id,37225,id_1,37226,id_2,"""Открытая библиотека"" отменила встречу с украинским депутатом Мустафой Найемом",text_1,«Открытая библиотека» отменила выступление Мустафы Найема из-за угроз,text_2,0,class
27841,id,37227,id_1,37228,id_2,"Дэнс-команда из Сибири пробилась в финал шоу ""Британия ищет таланты""",text_1,Танцоры из Томска вышли в финал конкурса «Британия ищет таланты»,text_2,0,class
27843,id,37229,id_1,37230,id_2,Четверть века интервенций,text_1,Военные летчики перехватили крылатую ракету в ходе внезапной проверки,text_2,-1,class
27845,id,37221,id_1,37231,id_2,Минюст потребовал оштрафовать фонд «Династия»,text_1,Минюст потребовал наказать «Династию»,text_2,1,class
27846,id,37232,id_1,37233,id_2,СМИ: пьяный байкер ворвался на мотоцикле в аэропорт Екатеринбурга,text_1,В Екатеринбурге мотоциклиста арестовали за гонки по аэропорту,text_2,0,class
27847,id,37234,id_1,37235,id_2,"В МВД призвали ""не комплексовать"" из-за места РФ в рейтинге коррупции",text_1,МВД призвало «не комплексовать» из-за 136-го места в рейтинге коррупции,text_2,0,class
27855,id,37236,id_1,37237,id_2,МЧС: причиной пожара в Новодевичьем мог быть небесный фонарик,text_1,Пожар в Новодевичьем монастыре мог возникнуть из-за небесного фонарика,text_2,1,class
27857,id,37240,id_1,37239,id_2,УЕФА попросил о переносе выборов президента ФИФА,text_1,РФС поддержит Блаттера на выборах президента ФИФА,text_2,-1,class
27858,id,37241,id_1,37239,id_2,Исполком УЕФА обсудит предложение о переносе выборов президента ФИФА,text_1,РФС поддержит Блаттера на выборах президента ФИФА,text_2,-1,class
27863,id,37218,id_1,37243,id_2,Путин прокомментировал скандал в ФИФА,text_1,Путин о скандале в ФИФА: США пытаются не дать переизбрать Блаттера,text_2,0,class
27881,id,37244,id_1,37245,id_2,ФСБ обвинила жителя Красноярска в краже сотен тысяч паролей в PayPal,text_1,Жителя Красноярского края заподозрили в краже 600 тысяч паролей к PayPal,text_2,0,class
27882,id,37246,id_1,37247,id_2,"МИД РФ: встреча ""нормандской четверки"" из-за России не срывалась",text_1,"МИД РФ: На стороне ""ИГ"" воюют около 500 граждан России",text_2,-1,class
27883,id,37248,id_1,37249,id_2,Пятнадцать заключенных вскрыли себе вены на этапе в Карелию,text_1,В поезде Вологда-Петербург 15 заключенных вскрыли себе вены,text_2,0,class
27885,id,37252,id_1,37253,id_2,Мутко: Россия по-прежнему поддерживает Блаттера,text_1,Мутко рассказал об отсутствии у России проблем с коррупцией,text_2,-1,class
27890,id,37163,id_1,37254,id_2,МЧС России отправило 28-ю колонну с гуманитарной помощью в Донбасс,text_1,Машины колонны МЧС РФ вернулись из Донбасса пустыми,text_2,-1,class
27892,id,37235,id_1,37255,id_2,МВД призвало «не комплексовать» из-за 136-го места в рейтинге коррупции,text_1,В МВД прокоментировали 136-е место России в рейтинге коррупции,text_2,0,class
27897,id,37256,id_1,37257,id_2,ЕС продлил на год санкции против руководства Сирии и его приближенных,text_1,ЕС продлил на год санкции против Башара Асада и его окружения,text_2,1,class
27899,id,37258,id_1,37259,id_2,"Чтобы скрыть свои потери на Украине, Россия использует мобильные крематории",text_1,Австралия будет голосовать за Аль-Хусейна на выборах президента ФИФА,text_2,-1,class
27900,id,37260,id_1,37261,id_2,"СК РФ: ВСУ обстреляли Горловку, чтобы уничтожить там русскоязычных",text_1,СК РФ возбудил дело по факту обстрела Горловки,text_2,-1,class
27901,id,37262,id_1,37261,id_2,СК России завел дело после обстрела донецкой Горловки силовиками,text_1,СК РФ возбудил дело по факту обстрела Горловки,text_2,1,class
27902,id,37263,id_1,37264,id_2,"Минздрав выступает против возвращения ""курилок"" в аэропорты",text_1,Минздрав выступил против возвращения курилок в аэропорты,text_2,1,class
27903,id,37220,id_1,37265,id_2,На ЕГЭ по русскому языку зафиксированы шесть нарушений,text_1,Камнепад освободил дагестанских школьников от ЕГЭ по русскому языку,text_2,-1,class
27904,id,37188,id_1,37266,id_2,Суд в Петербурге отложил рассмотрение дела против сотрудника Пентагона,text_1,Задержанный в Петербурге сотрудник Пентагона оштрафован,text_2,-1,class
27907,id,37267,id_1,37268,id_2,"""Газпром"" выставит ""Нафтогазу"" счет за недобор газа в $8,2 млрд",text_1,«Газпром» потребует от Украины более $8 млрд за недобор газа,text_2,1,class
27911,id,37269,id_1,37270,id_2,Президент ФИФА Зепп Блаттер ведет долгую игру,text_1,Президент ФИФА Блаттер открыл в Цюрихе работу конгресса организации,text_2,-1,class
27912,id,37271,id_1,37272,id_2,Байден: Вашингтон не принял решение о поставках оружия Украине,text_1,Бывший генсек НАТО призвал начать поставки оружия на Украину,text_2,-1,class
27921,id,37273,id_1,37274,id_2,Путин встречается в Москве с экс-президентом Франции Жискар Д'Эстеном,text_1,Путин встретился с экс-президентом Франции Валери Жискар д`Эстеном,text_2,1,class
27922,id,37275,id_1,37276,id_2,Пушилин: встреча контактной группы по Украине пройдет 2 июня в Минске,text_1,ДНР подтвердил дату встречи контактной группы в Минске,text_2,0,class
27923,id,37277,id_1,37274,id_2,Путин встретится с экс-президентом Франции Жискар д'Эстеном,text_1,Путин встретился с экс-президентом Франции Валери Жискар д`Эстеном,text_2,1,class
27924,id,37278,id_1,37276,id_2,Власти ЛНР не подтверждают перенос встречи контактной группы в Минске,text_1,ДНР подтвердил дату встречи контактной группы в Минске,text_2,0,class
27932,id,37281,id_1,37282,id_2,Президент Украины подписал закон о моратории на выплату внешних долгов,text_1,Порошенко подписал закон о моратории на выплату долгов Украины,text_2,1,class
27935,id,37268,id_1,37283,id_2,«Газпром» потребует от Украины более $8 млрд за недобор газа,text_1,«Газпром» подаст иск к «Нафтогазу» на 8 миллиардов долларов,text_2,0,class
27940,id,37269,id_1,37284,id_2,Президент ФИФА Зепп Блаттер ведет долгую игру,text_1,ГПУ: санкции ЕС против украинского депутата Сергея Клюева продлены,text_2,-1,class
27942,id,37285,id_1,37286,id_2,Тихий океан — больше не озеро США!,text_1,Минздрав: курильщиков в России станет на 9% меньше к 2020 году,text_2,-1,class
27943,id,37287,id_1,37288,id_2,Лавров: переговоры по иранской ядерной программе близки к завершению,text_1,"Лавров: Переговоры ""шестерки"" с Ираном близки к завершению",text_2,0,class
27946,id,37289,id_1,37290,id_2,Ткачев: урожай зерновых в РФ в 2015 году составит минимум 100 млн тонн,text_1,Ткачев пообещал собрать 100 миллионов тонн зерна,text_2,1,class
27949,id,37291,id_1,37292,id_2,РСМ выявил 10 случаев использования телефонов на ЕГЭ по русскому языку,text_1,На ЕГЭ по русскому языку аннулировано 102 работы,text_2,-1,class
27950,id,37219,id_1,37292,id_2,В Петербурге 25 тысяч выпускников сдают ЕГЭ по русскому языку,text_1,На ЕГЭ по русскому языку аннулировано 102 работы,text_2,-1,class
27951,id,37293,id_1,37294,id_2,Платини: большинство в УЕФА не хотят видеть Блаттера президентом ФИФА,text_1,Кэмерон выступил за отставку Блаттера с поста президента ФИФА,text_2,-1,class
27952,id,37295,id_1,37294,id_2,Платини: Аль-Хусейн - отличный кандидат на пост президента ФИФА,text_1,Кэмерон выступил за отставку Блаттера с поста президента ФИФА,text_2,-1,class
27953,id,37296,id_1,37297,id_2,В Новосибирске задержан возможный убийца чемпиона мира по каратэ,text_1,Чемпиона мира по каратэ убили из-за ремонта машины,text_2,-1,class
27954,id,37298,id_1,37299,id_2,В Кремле поблагодарили пограничников ДФО за сохранение редких животных,text_1,В Кремле дальневосточных пограничников поблагодарили за охрану тигров,text_2,0,class
27955,id,37281,id_1,37300,id_2,Президент Украины подписал закон о моратории на выплату внешних долгов,text_1,Порошенко подписал закон о моратории на выплату внешних долгов,text_2,1,class
27956,id,37298,id_1,37301,id_2,В Кремле поблагодарили пограничников ДФО за сохранение редких животных,text_1,В Кремле дальневосточных пограничников поблагодарили за охрану тигров,text_2,1,class
27957,id,37279,id_1,37302,id_2,Сбербанк в январе-марте уволил 3600 сотрудников,text_1,Сбербанк сократил каждого сотого сотрудника,text_2,0,class
27958,id,37303,id_1,37304,id_2,"Указ Путина о гостайне не связан с Украиной, заявил Песков",text_1,Путин поговорил с д'Эстеном об Украине,text_2,-1,class
27959,id,37305,id_1,37304,id_2,"Песков: Путин обсудил с Д'Эстеном ситуацию в мире, в том числе Украину",text_1,Путин поговорил с д'Эстеном об Украине,text_2,0,class
27961,id,37306,id_1,37307,id_2,Минобороны отвергло обвинения НАТО о переброске войск под видом учений,text_1,Минобороны РФ опровергло обвинения НАТО о переброске войск на Украину,text_2,0,class
27962,id,37308,id_1,37309,id_2,Петербург защитили от гостя с Майдана,text_1,Лавров: РФ и ОАЭ выступают за решение ближневосточного конфликта,text_2,-1,class
27963,id,37303,id_1,37310,id_2,"Указ Путина о гостайне не связан с Украиной, заявил Песков",text_1,Кремль: Указ о гостайне не связан с Украиной,text_2,1,class
27966,id,37313,id_1,37314,id_2,Еще одна НКО пополнила реестр иностранных агентов,text_1,Реестр иностранных агентов пополнил «Союз работодателей»,text_2,0,class
27968,id,37311,id_1,37315,id_2,Лавров обсудил с Керри усилия по содействию прямому диалогу на Украине,text_1,Лавров и Керри обсудили кризис на Украине,text_2,0,class
27978,id,37218,id_1,37316,id_2,Путин прокомментировал скандал в ФИФА,text_1,Вашингтон прокомментировал заявления Путина по делу о взятках в ФИФА,text_2,-1,class
28001,id,37317,id_1,37318,id_2,Самолет МЧС России доставил на лечение в Москву 11 детей из Донбасса,text_1,Спецборт МЧС доставил в Москву тяжелобольных детей из Донбасса,text_2,0,class
28002,id,37317,id_1,37319,id_2,Самолет МЧС России доставил на лечение в Москву 11 детей из Донбасса,text_1,Самолет МЧС доставил на лечение в Москву детей из Донбасса,text_2,0,class
28004,id,37320,id_1,37321,id_2,В Канаде умер обвиняемый в убийствах жителей Хатыни,text_1,В Канаде умер обвиняемый в хатынских убийствах бывший украинский эсэсовец,text_2,0,class
28005,id,37322,id_1,37321,id_2,Обвиняемый в хатынских убийствах 93-летний Катрюк скончался в Канаде,text_1,В Канаде умер обвиняемый в хатынских убийствах бывший украинский эсэсовец,text_2,0,class
28006,id,37323,id_1,37324,id_2,Уроженцев КНР обвинили в мошенничестве при поступлении в колледжи США,text_1,Бывшего сотрудника сената США обвинили в мошенничестве,text_2,-1,class
28007,id,37325,id_1,37326,id_2,Генассамблея ООН призвала помогать Ираку сохранять культурные ценности,text_1,ГА ООН осудила уничтожение культурного наследия Ирака,text_2,0,class
28008,id,37327,id_1,37328,id_2,Два мощных взрыва прогремели у гостиниц в центре Багдада,text_1,"Серия взрывов прогремела в центре Багдада, погибли 10 человек",text_2,0,class
28010,id,37329,id_1,37330,id_2,Иванов: пограничники России усилили прикрытие границы с Украиной,text_1,Число пересечений границы России и Украины упало на 40 процентов,text_2,-1,class
28011,id,37190,id_1,37330,id_2,Гуманитарная колонна МЧС России пересекла границу с Украиной,text_1,Число пересечений границы России и Украины упало на 40 процентов,text_2,-1,class
28012,id,37331,id_1,37332,id_2,Колосков: скандал не повлияет на выборы президента ФИФА,text_1,СМИ: Йозеф Блаттер является фаворитом на выборах президента ФИФА,text_2,-1,class
28031,id,37335,id_1,37336,id_2,Авиакомпания в США сняла с рейса певицу из-за плача ее ребенка,text_1,Канадскую певицу Блэквуд сняли с авиарейса из-за плача ее ребенка,text_2,0,class
28032,id,37333,id_1,37337,id_2,"СМИ: взрыв произошел в магазине Roshen в Киеве, никто не пострадал",text_1,МВД Киева: При взрыве в магазине Roshen никто не пострадал,text_2,0,class
28074,id,37242,id_1,37211,id_2,«Восточное партнерство» — политический труп,text_1,Кравцов: хакеры вновь атаковали портал видеонаблюдения за ЕГЭ,text_2,-1,class
28075,id,37338,id_1,37232,id_2,Нетрезвый байкер пробил стекло и въехал в здание аэропорта в Екатеринбурге,text_1,СМИ: пьяный байкер ворвался на мотоцикле в аэропорт Екатеринбурга,text_2,1,class
28076,id,37339,id_1,37340,id_2,Фонд Горбачева призвал провести в России новую перестройку,text_1,Горбачев объединился с Кудриным и призвал страну к новой перестройке,text_2,0,class
28077,id,37341,id_1,37342,id_2,Два офицера уволены после убийства полицейским соседей в Москве,text_1,Установлена личность подозреваемого в убийстве полицейского в Москве,text_2,-1,class
28078,id,37343,id_1,37344,id_2,"Извержение вулкана началось на юге Японии, население эвакуируется",text_1,На юге Японии началось извержение вулкана Кутиноэрабу,text_2,0,class
28079,id,37342,id_1,37345,id_2,Установлена личность подозреваемого в убийстве полицейского в Москве,text_1,Задержан подозреваемый в убийстве полицейского на МКАД,text_2,0,class
28080,id,37346,id_1,37345,id_2,Полиция Израиля задержала подозреваемого в убийстве туристки из Польши,text_1,Задержан подозреваемый в убийстве полицейского на МКАД,text_2,-1,class
28081,id,37344,id_1,37347,id_2,На юге Японии началось извержение вулкана Кутиноэрабу,text_1,На юге Японии внезапно начал извергаться вулкан,text_2,0,class
28082,id,37343,id_1,37347,id_2,"Извержение вулкана началось на юге Японии, население эвакуируется",text_1,На юге Японии внезапно начал извергаться вулкан,text_2,0,class
28083,id,37348,id_1,37349,id_2,"Басурин: разведка ДНР зафиксировала применение силовиками РСЗО ""Град""",text_1,Чалый назвал выдачу земли «Ночным волкам» «нарушение здравого смысла»,text_2,-1,class
28084,id,37350,id_1,37351,id_2,"Жертвами аномальной жары в Индии стали уже 1,7 тысячи человек",text_1,Число жертв аномальной жары в Индии достигло двух тысяч,text_2,0,class
28085,id,37352,id_1,37351,id_2,"Число жертв аномальной жары в Индии превысило 1,4 тысячи человек",text_1,Число жертв аномальной жары в Индии достигло двух тысяч,text_2,0,class
28086,id,37353,id_1,37354,id_2,"Рыжков сообщил, что его допросили по делу об убийстве Немцова",text_1,В деле об убийстве Немцова появился пистолет,text_2,-1,class
28087,id,37333,id_1,37355,id_2,"СМИ: взрыв произошел в магазине Roshen в Киеве, никто не пострадал",text_1,"Взрыв у магазина ""Рошен"" в Киеве посчитали хулиганством",text_2,-1,class
28088,id,37356,id_1,37357,id_2,Бывшему спикеру палаты представителей США пригрозили тюрьмой,text_1,Бывшего спикера Палаты представителей США обвинили во лжи агентам ФБР,text_2,-1,class
28089,id,37324,id_1,37357,id_2,Бывшего сотрудника сената США обвинили в мошенничестве,text_1,Бывшего спикера Палаты представителей США обвинили во лжи агентам ФБР,text_2,0,class
28090,id,37358,id_1,37357,id_2,Экс-спикер палаты представителей США обвинен в даче ложных показаний,text_1,Бывшего спикера Палаты представителей США обвинили во лжи агентам ФБР,text_2,0,class
28091,id,37359,id_1,37360,id_2,Дефицит бюджета ПФР в 2016 году могут покрыть из средств ФНБ,text_1,Медведев поручил проработать возможность покрыть дефицит ПФР за счет ФНБ,text_2,0,class
28092,id,37361,id_1,37362,id_2,Тела директора и двух сотрудников строительной фирмы найдены в Москве,text_1,В Москве директор крупной строительной фирмы задохнулся в коллекторе,text_2,0,class
28093,id,37363,id_1,37364,id_2,"Силы самообороны Японии направлены на остров, где извергается вулкан",text_1,Силы самообороны Японии направились к месту извержения вулкана,text_2,1,class
28094,id,37365,id_1,37364,id_2,Метеоагентство: возможны более мощные извержения вулкана в Японии,text_1,Силы самообороны Японии направились к месту извержения вулкана,text_2,-1,class
28095,id,37296,id_1,37366,id_2,В Новосибирске задержан возможный убийца чемпиона мира по каратэ,text_1,Автослесарь сознался в убийстве чемпиона мира по каратэ,text_2,0,class
28096,id,37353,id_1,37367,id_2,"Рыжков сообщил, что его допросили по делу об убийстве Немцова",text_1,Следствие по делу об убийстве Немцова назначило баллистическую экспертизу,text_2,-1,class
28097,id,37368,id_1,37369,id_2,Медики: состояние журналиста Кара-Мурзы по-прежнему крайне тяжелое,text_1,Состояние Владимира Кара-Мурзы не улучшилось,text_2,0,class
28099,id,37370,id_1,37371,id_2,МЭР: добыча газа в России к 2018 году вырастет до 670 миллиардов кубов,text_1,Минэкономразвития предрекло падение добычи нефти в России к 2018 году,text_2,-1,class
28103,id,37373,id_1,37374,id_2,"Доллар поднялся выше 53 рублей, евро - выше 58",text_1,Биржевой курс доллара впервые за месяц поднялся выше 53 руб.,text_2,0,class
28104,id,37375,id_1,37374,id_2,МЭР прогнозирует укрепление курса рубля к 2018 году до 53 за доллар,text_1,Биржевой курс доллара впервые за месяц поднялся выше 53 руб.,text_2,-1,class
28105,id,37361,id_1,37376,id_2,Тела директора и двух сотрудников строительной фирмы найдены в Москве,text_1,В коллекторе около МКАД нашли тела сотрудников строительной фирмы,text_2,0,class
28109,id,37377,id_1,37378,id_2,Подозреваемый в убийстве полицейского на МКАД раскаялся в содеянном,text_1,Немат Рашидов признался в убийстве полицейского на МКАД,text_2,0,class
28110,id,37355,id_1,37379,id_2,"Взрыв у магазина ""Рошен"" в Киеве посчитали хулиганством",text_1,Взрыв в киевском магазине Roshen признали хулиганством,text_2,1,class
28111,id,37337,id_1,37379,id_2,МВД Киева: При взрыве в магазине Roshen никто не пострадал,text_1,Взрыв в киевском магазине Roshen признали хулиганством,text_2,-1,class
28112,id,37380,id_1,37379,id_2,Дело о хулиганстве возбуждено по взрыву в магазине Roshen в Киеве,text_1,Взрыв в киевском магазине Roshen признали хулиганством,text_2,0,class
28113,id,37381,id_1,37379,id_2,СМИ: киевская милиция считает взрыв в магазине Roshen хулиганством,text_1,Взрыв в киевском магазине Roshen признали хулиганством,text_2,1,class
28114,id,37333,id_1,37379,id_2,"СМИ: взрыв произошел в магазине Roshen в Киеве, никто не пострадал",text_1,Взрыв в киевском магазине Roshen признали хулиганством,text_2,-1,class
28130,id,37382,id_1,37383,id_2,Принадлежавшее Майклу Джексону ранчо выставлено на продажу,text_1,Ранчо Майкла Джексона выставили на продажу за 100 миллионов долларов,text_2,0,class
28131,id,37384,id_1,37383,id_2,СМИ: принадлежавшее Майклу Джексону ранчо продается за $100 миллионов,text_1,Ранчо Майкла Джексона выставили на продажу за 100 миллионов долларов,text_2,1,class
28132,id,37385,id_1,37386,id_2,Депутат ГД предложил запретить дегустации алкоголя в торговых сетях,text_1,В Госдуме предложили запретить дегустацию алкоголя в магазинах,text_2,1,class
28134,id,37387,id_1,37388,id_2,Минобороны: НАТО в Атлантике отработает перехват российских ракет,text_1,Антонов: НАТО на учениях будет отрабатывать перехват российских ракет,text_2,1,class
28135,id,37349,id_1,37389,id_2,Чалый назвал выдачу земли «Ночным волкам» «нарушение здравого смысла»,text_1,Чалый усомнился в адекватности решения о передаче «Ночным волкам» земли в Крыму,text_2,1,class
28137,id,37392,id_1,37391,id_2,СМИ: у Вашингтона есть тайные планы в связи с арестами в ФИФА,text_1,Голосование на выборах президента ФИФА будет тайным,text_2,-1,class
28138,id,37259,id_1,37391,id_2,Австралия будет голосовать за Аль-Хусейна на выборах президента ФИФА,text_1,Голосование на выборах президента ФИФА будет тайным,text_2,-1,class
28139,id,37393,id_1,37391,id_2,Платини призвал на выборах президента ФИФА поддержать Аль-Хусейна,text_1,Голосование на выборах президента ФИФА будет тайным,text_2,-1,class
28140,id,37331,id_1,37391,id_2,Колосков: скандал не повлияет на выборы президента ФИФА,text_1,Голосование на выборах президента ФИФА будет тайным,text_2,-1,class
28141,id,37394,id_1,37395,id_2,Не менее 12 россиян пострадали на Крите из-за удара молнии,text_1,Более 10 российских туристов пострадали от молнии на острове Крит,text_2,0,class
28142,id,37396,id_1,37397,id_2,Блаттер: проблем могло быть меньше при других хозяевах ЧМ-2018 и 2022,text_1,Блаттер назвал ЧМ-2018 в России проблемой ФИФА,text_2,-1,class
28143,id,37398,id_1,37399,id_2,"Школьник в Екатеринбурге захлебнулся, отдыхая с классом в аквапарке",text_1,В Екатеринбурге школьника ввели в кому после ЧП в аквапарке,text_2,-1,class
