,value/0/#text,value/0/@_name,value/1/#text,value/1/@_name,value/2/#text,value/2/@_name,value/3/#text,value/3/@_name,value/4/#text,value/4/@_name,value/5/#text,value/5/@_name
1523,27474,id,36972,id_1,36973,id_2,Россия скоро начнет испытания новейшего ударного вертолета Ми-28НМ,text_1,Разработчики рассказали об особенностях нового ударного вертолета Ми-28НМ,text_2,-1,class
1524,27475,id,36974,id_1,36975,id_2,Арбитражный суд отложил признание компания JFC Владимира Кехмана банкротом,text_1,"ВПК РФ: сейчас по ""Мистралям"" обсуждается только сумма компенсации",text_2,-1,class
1526,27478,id,36978,id_1,36979,id_2,Посольство: консул в Киеве посетит задержанных россиян скоро,text_1,Консул РФ посетил россиян в киевском госпитале,text_2,-1,class
1528,27480,id,36982,id_1,36983,id_2,Борьба США и России за Турцию,text_1,Политолог: выборы в парламент Турции не повлияют на проекты с Россией,text_2,-1,class
1532,27486,id,36989,id_1,36990,id_2,Курский вокзал в Москве эвакуировали из-за угрозы взрыва,text_1,Специалисты не нашли бомбу в здании Курского вокзала в Москве,text_2,-1,class
1534,27488,id,36993,id_1,36994,id_2,Опрос: россияне начинают пить и курить в 16-17 лет,text_1,Крупные российские компании начали хуже платить по кредитам,text_2,-1,class
1535,27489,id,36995,id_1,36996,id_2,Переговоры с Владимиром Путиным — это не капитуляция,text_1,"Владимир Путин поздравил ""КП"" с юбилеем",text_2,-1,class
1539,27512,id,37004,id_1,37005,id_2,"Костина: водитель, сбивший байкера в Москве, признает вину",text_1,"Полиция не смогла допросить водителя, сбившего байкера в Москве",text_2,-1,class
1542,27520,id,36978,id_1,37009,id_2,Посольство: консул в Киеве посетит задержанных россиян скоро,text_1,В посольстве РФ в Киеве рассказали о состоянии задержанных россиян,text_2,-1,class
1543,27521,id,36960,id_1,37009,id_2,"Киев сообщил посольству РФ, что доступ к арестованным россиянам дадут",text_1,В посольстве РФ в Киеве рассказали о состоянии задержанных россиян,text_2,-1,class
1544,27522,id,36982,id_1,37010,id_2,Борьба США и России за Турцию,text_1,Белый дом: США следят за военными учениями в России,text_2,-1,class
1546,27544,id,37013,id_1,37014,id_2,"Игры, где есть границы",text_1,Ученые: озоновая дыра достигла бы Мурманска без запрета фреона,text_2,-1,class
1547,27545,id,37015,id_1,37016,id_2,Путин: перешедшие во власть бизнесмены должны прекращать личный бизнес,text_1,«Мы не церковные крысы»: как бизнесмены во власти поняли слова Путина,text_2,-1,class
1549,27547,id,36982,id_1,37019,id_2,Борьба США и России за Турцию,text_1,"WSJ: Россия, Иран и Китай становятся опасными для США",text_2,-1,class
1550,27551,id,37020,id_1,37021,id_2,Консул РФ на Украине в ближайшее время посетит задержанных россиян,text_1,Консул посетил россиян в киевском госпитале,text_2,-1,class
1556,27557,id,37030,id_1,37031,id_2,Стратегия нацбезопасности Украины предполагает интеграцию страны в ЕС,text_1,Восстановление в прежних границах названо основой стратегии нацбезопасности Украины,text_2,-1,class
1557,27558,id,37032,id_1,37031,id_2,Подписан указ об утверждении Стратегии нацбезопасности Украины,text_1,Восстановление в прежних границах названо основой стратегии нацбезопасности Украины,text_2,-1,class
1558,27561,id,37033,id_1,37034,id_2,Представитель консульства РФ пообещал задержанным в ЛНР посещать их,text_1,"На прилавках появится продолжение романа Паланика ""Бойцовский клуб-2""",text_2,-1,class
1561,27564,id,37039,id_1,37040,id_2,"Средневзвешенный курс доллара на ЕТС составил 50,32 рубля",text_1,Центробанк запретил «Росгосстраху» заключать новые договоры ОСАГО,text_2,-1,class
1562,27565,id,37030,id_1,37041,id_2,Стратегия нацбезопасности Украины предполагает интеграцию страны в ЕС,text_1,Порошенко утвердил предложенную СНБО стратегию нацбезопасности Украины,text_2,-1,class
1564,27567,id,37042,id_1,37041,id_2,Порошенко поручил утвердить новую редакцию морской доктрины Украины,text_1,Порошенко утвердил предложенную СНБО стратегию нацбезопасности Украины,text_2,-1,class
1570,27573,id,37049,id_1,37050,id_2,Совбез РФ: Время для поставки комплексов С-300 Ирану еще не наступило,text_1,Рябков: эксперты в РФ и Иране дорабатывают контракт по поставкам С-300,text_2,-1,class
1572,27576,id,37055,id_1,37056,id_2,Военным медикам в учебном бою в Приморье помогут роботы,text_1,«Новокрестовская» обойдется дороже стадиона,text_2,-1,class
1579,27586,id,37069,id_1,37070,id_2,"Зимин прекратил финансировать названный ""иноагентом"" фонд ""Династия""",text_1,Зимин потребовал извинений от Минюста за признание «Династии» иноагентом,text_2,-1,class
1587,27596,id,37030,id_1,37081,id_2,Стратегия нацбезопасности Украины предполагает интеграцию страны в ЕС,text_1,Порошенко утвердил стратегию нацбезопасности Украины,text_2,-1,class
1589,27598,id,37042,id_1,37081,id_2,Порошенко поручил утвердить новую редакцию морской доктрины Украины,text_1,Порошенко утвердил стратегию нацбезопасности Украины,text_2,-1,class
1592,27608,id,37083,id_1,37084,id_2,Полицейский едва не сгорел заживо во время беспорядков в Мехико,text_1,СМИ: Захвативший заложников в кафе Сиднея мог страдать шизофренией,text_2,-1,class
1593,27632,id,37085,id_1,37086,id_2,Процесс по делу обращения полицейских с задержанным начался в Москве,text_1,После убийства полицейского в Москве заведено уголовное дело,text_2,-1,class
1597,27639,id,37080,id_1,37093,id_2,Шесть чиновников ФИФА арестованы в Швейцарии,text_1,Названы имена девяти арестованных чиновников ФИФА,text_2,-1,class
1603,27646,id,37102,id_1,37103,id_2,Смольный предложил сократить нормативы по строительству школ в новых районах на треть,text_1,"Главком ВВС требует строго соблюдать меры безопасности на ""Авиадартсе""",text_2,-1,class
1604,27647,id,37104,id_1,37105,id_2,Почему американская долговая бомба не взрывается… Пока,text_1,Оппозиция: децентрализация может сохранить единство Сирии,text_2,-1,class
1607,27651,id,37110,id_1,37111,id_2,Ананских: ситуация с арестами чиновников ФИФА не затрагивает Россию,text_1,В Кремле не стали комментировать аресты чиновников ФИФА,text_2,-1,class
1611,27677,id,37116,id_1,37117,id_2,"МВД Украины заявило о задержании очередного ""информатора ДНР""",text_1,Разведка ДНР перехватила доклад МВД Украины о бесчинствах силовиков,text_2,-1,class
1617,27690,id,37127,id_1,37128,id_2,"ДНР: Украинские силовики обстреляли Горловку, погибли три человека",text_1,ДНР: украинские силовики занимаются вымогательствами и похищают людей,text_2,-1,class
1620,27701,id,37132,id_1,37133,id_2,Генпрокурор США: глава ФИФА не проходит обвиняемым по делу о коррупции,text_1,МИД России назвал дело о коррупции в ФИФА попыткой США «вершить суд»,text_2,-1,class
1621,27702,id,37132,id_1,37134,id_2,Генпрокурор США: глава ФИФА не проходит обвиняемым по делу о коррупции,text_1,Генпрокурор США назвала сумму полученных ФИФА взяток,text_2,-1,class
1622,27703,id,37135,id_1,37134,id_2,Генпрокурор США: чиновники ФИФА получили взятки за проведение ЧМ в ЮАР,text_1,Генпрокурор США назвала сумму полученных ФИФА взяток,text_2,-1,class
1624,27714,id,37138,id_1,37139,id_2,«Росгосстрах» обязался за сутки устранить нарушения с полисами ОСАГО,text_1,«Росгосстрах» приостановил продажи в России новых полисов ОСАГО,text_2,-1,class
1625,27715,id,37140,id_1,37139,id_2,«Росгосстрах» обязался за сутки устранить нарушения с полисами ОСАГО,text_1,«Росгосстрах» приостановил продажи в России новых полисов ОСАГО,text_2,-1,class
1626,27716,id,37122,id_1,37139,id_2,ЦБ: проблему продаж нелегитимных полисов решит электронный полис ОСАГО,text_1,«Росгосстрах» приостановил продажи в России новых полисов ОСАГО,text_2,-1,class
1627,27717,id,37141,id_1,37139,id_2,"ЦБ: полисы ОСАГО, проданные ""Росгосстрахом"" после запрета, нелегитимны",text_1,«Росгосстрах» приостановил продажи в России новых полисов ОСАГО,text_2,-1,class
1630,27724,id,37110,id_1,37146,id_2,Ананских: ситуация с арестами чиновников ФИФА не затрагивает Россию,text_1,Марадону обрадовали сообщения об аресте чиновников ФИФА,text_2,-1,class
1632,27727,id,37122,id_1,37149,id_2,ЦБ: проблему продаж нелегитимных полисов решит электронный полис ОСАГО,text_1,"""Росгосстрах"" прекратил продажу новых полисов ОСАГО",text_2,-1,class
1633,27728,id,37141,id_1,37149,id_2,"ЦБ: полисы ОСАГО, проданные ""Росгосстрахом"" после запрета, нелегитимны",text_1,"""Росгосстрах"" прекратил продажу новых полисов ОСАГО",text_2,-1,class
1639,27739,id,37149,id_1,37159,id_2,"""Росгосстрах"" прекратил продажу новых полисов ОСАГО",text_1,«Росгосстрах» рассказал о способе преодоления запрета на продажу ОСАГО,text_2,-1,class
1640,27740,id,37160,id_1,37159,id_2,Росгосстрах заявил о прекращении продаж полисов ОСАГО в России,text_1,«Росгосстрах» рассказал о способе преодоления запрета на продажу ОСАГО,text_2,-1,class
1641,27741,id,37141,id_1,37159,id_2,"ЦБ: полисы ОСАГО, проданные ""Росгосстрахом"" после запрета, нелегитимны",text_1,«Росгосстрах» рассказал о способе преодоления запрета на продажу ОСАГО,text_2,-1,class
1644,27744,id,37164,id_1,37162,id_2,Самолет МЧС России доставит в Сирию гуманитарную помощь,text_1,В Донбасс отправилась очередная гуманитарная колонна МЧС России,text_2,-1,class
1647,27747,id,37168,id_1,37167,id_2,В США образец сибирской язвы был ошибочно отправлен в Южную Корею,text_1,Более 20 человек в Южной Корее могли заразиться сибирской язвой,text_2,-1,class
1649,27749,id,37164,id_1,37169,id_2,Самолет МЧС России доставит в Сирию гуманитарную помощь,text_1,Грузовики с гуманитарной помощью МЧС России отправилась в Донбасс,text_2,-1,class
1652,27752,id,37080,id_1,37170,id_2,Шесть чиновников ФИФА арестованы в Швейцарии,text_1,Марадона позлорадствовал в адрес арестованных чиновников ФИФА,text_2,-1,class
1657,27757,id,37168,id_1,37176,id_2,В США образец сибирской язвы был ошибочно отправлен в Южную Корею,text_1,До 20 человек могли заразиться в Южной Корее от спор сибирской язвы,text_2,-1,class
1659,27764,id,37179,id_1,37180,id_2,Владимир Путин поздравил пограничников с профессиональным праздником,text_1,Рогозин поздравил пограничников с профессиональным праздником,text_2,-1,class
1662,27771,id,37186,id_1,37187,id_2,Алексей Кубрин рассказал о проблемах трудоустройства белорусов в РФ,text_1,СМИ рассказали о проблемах с реализацией проекта «Турецкий поток»,text_2,-1,class
1663,27772,id,37188,id_1,37189,id_2,Суд в Петербурге отложил рассмотрение дела против сотрудника Пентагона,text_1,В Петербурге задержали сотрудника Пентагона,text_2,-1,class
1665,27776,id,37163,id_1,37191,id_2,МЧС России отправило 28-ю колонну с гуманитарной помощью в Донбасс,text_1,Гуманитарная колонна МЧС России прибыла в Донбасс,text_2,-1,class
1666,27777,id,37164,id_1,37191,id_2,Самолет МЧС России доставит в Сирию гуманитарную помощь,text_1,Гуманитарная колонна МЧС России прибыла в Донбасс,text_2,-1,class
1667,27778,id,37165,id_1,37191,id_2,Россия отправит в Донбасс 28-ю колонну с гуманитарной помощью,text_1,Гуманитарная колонна МЧС России прибыла в Донбасс,text_2,-1,class
1671,27788,id,37199,id_1,37200,id_2,"Водитель опрокинул бензовоз, чтобы не врезаться в автобус с детьми",text_1,В Подмосковье бензовоз чудом избежал столкновения с автобусом с детьми,text_2,-1,class
1677,27794,id,37210,id_1,37209,id_2,"Путин: странно, что аресты чиновников ФИФА произведены по запросу США",text_1,Путин увидел в арестах в ФИФА попытку не допустить переизбрания Блаттера,text_2,-1,class
1679,27797,id,37214,id_1,37213,id_2,Путин о скандале в ФИФА: США хотят распространить свою юрисдикцию,text_1,Путин прокомментировал роль США в арестах чиновников ФИФА,text_2,-1,class
1681,27799,id,37146,id_1,37213,id_2,Марадону обрадовали сообщения об аресте чиновников ФИФА,text_1,Путин прокомментировал роль США в арестах чиновников ФИФА,text_2,-1,class
1682,27800,id,37111,id_1,37213,id_2,В Кремле не стали комментировать аресты чиновников ФИФА,text_1,Путин прокомментировал роль США в арестах чиновников ФИФА,text_2,-1,class
1684,27802,id,37171,id_1,37213,id_2,"Марадона заявил, что наслаждался, наблюдая за арестами чиновников ФИФА",text_1,Путин прокомментировал роль США в арестах чиновников ФИФА,text_2,-1,class
1685,27804,id,37215,id_1,37213,id_2,В США заявляют о миллионах долларов на офшорных счетах чиновников ФИФА,text_1,Путин прокомментировал роль США в арестах чиновников ФИФА,text_2,-1,class
1687,27806,id,37217,id_1,37218,id_2,Путин о скандале в ФИФА и ЧМ-2018: нас это не касается,text_1,Путин прокомментировал скандал в ФИФА,text_2,-1,class
1689,27816,id,37219,id_1,37220,id_2,В Петербурге 25 тысяч выпускников сдают ЕГЭ по русскому языку,text_1,На ЕГЭ по русскому языку зафиксированы шесть нарушений,text_2,-1,class
1694,27843,id,37229,id_1,37230,id_2,Четверть века интервенций,text_1,Военные летчики перехватили крылатую ракету в ходе внезапной проверки,text_2,-1,class
1699,27857,id,37240,id_1,37239,id_2,УЕФА попросил о переносе выборов президента ФИФА,text_1,РФС поддержит Блаттера на выборах президента ФИФА,text_2,-1,class
1700,27858,id,37241,id_1,37239,id_2,Исполком УЕФА обсудит предложение о переносе выборов президента ФИФА,text_1,РФС поддержит Блаттера на выборах президента ФИФА,text_2,-1,class
1703,27882,id,37246,id_1,37247,id_2,"МИД РФ: встреча ""нормандской четверки"" из-за России не срывалась",text_1,"МИД РФ: На стороне ""ИГ"" воюют около 500 граждан России",text_2,-1,class
1705,27885,id,37252,id_1,37253,id_2,Мутко: Россия по-прежнему поддерживает Блаттера,text_1,Мутко рассказал об отсутствии у России проблем с коррупцией,text_2,-1,class
1706,27890,id,37163,id_1,37254,id_2,МЧС России отправило 28-ю колонну с гуманитарной помощью в Донбасс,text_1,Машины колонны МЧС РФ вернулись из Донбасса пустыми,text_2,-1,class
1709,27899,id,37258,id_1,37259,id_2,"Чтобы скрыть свои потери на Украине, Россия использует мобильные крематории",text_1,Австралия будет голосовать за Аль-Хусейна на выборах президента ФИФА,text_2,-1,class
1710,27900,id,37260,id_1,37261,id_2,"СК РФ: ВСУ обстреляли Горловку, чтобы уничтожить там русскоязычных",text_1,СК РФ возбудил дело по факту обстрела Горловки,text_2,-1,class
1713,27903,id,37220,id_1,37265,id_2,На ЕГЭ по русскому языку зафиксированы шесть нарушений,text_1,Камнепад освободил дагестанских школьников от ЕГЭ по русскому языку,text_2,-1,class
1714,27904,id,37188,id_1,37266,id_2,Суд в Петербурге отложил рассмотрение дела против сотрудника Пентагона,text_1,Задержанный в Петербурге сотрудник Пентагона оштрафован,text_2,-1,class
1716,27911,id,37269,id_1,37270,id_2,Президент ФИФА Зепп Блаттер ведет долгую игру,text_1,Президент ФИФА Блаттер открыл в Цюрихе работу конгресса организации,text_2,-1,class
1717,27912,id,37271,id_1,37272,id_2,Байден: Вашингтон не принял решение о поставках оружия Украине,text_1,Бывший генсек НАТО призвал начать поставки оружия на Украину,text_2,-1,class
1724,27940,id,37269,id_1,37284,id_2,Президент ФИФА Зепп Блаттер ведет долгую игру,text_1,ГПУ: санкции ЕС против украинского депутата Сергея Клюева продлены,text_2,-1,class
1725,27942,id,37285,id_1,37286,id_2,Тихий океан — больше не озеро США!,text_1,Минздрав: курильщиков в России станет на 9% меньше к 2020 году,text_2,-1,class
1728,27949,id,37291,id_1,37292,id_2,РСМ выявил 10 случаев использования телефонов на ЕГЭ по русскому языку,text_1,На ЕГЭ по русскому языку аннулировано 102 работы,text_2,-1,class
1729,27950,id,37219,id_1,37292,id_2,В Петербурге 25 тысяч выпускников сдают ЕГЭ по русскому языку,text_1,На ЕГЭ по русскому языку аннулировано 102 работы,text_2,-1,class
1730,27951,id,37293,id_1,37294,id_2,Платини: большинство в УЕФА не хотят видеть Блаттера президентом ФИФА,text_1,Кэмерон выступил за отставку Блаттера с поста президента ФИФА,text_2,-1,class
1731,27952,id,37295,id_1,37294,id_2,Платини: Аль-Хусейн - отличный кандидат на пост президента ФИФА,text_1,Кэмерон выступил за отставку Блаттера с поста президента ФИФА,text_2,-1,class
1732,27953,id,37296,id_1,37297,id_2,В Новосибирске задержан возможный убийца чемпиона мира по каратэ,text_1,Чемпиона мира по каратэ убили из-за ремонта машины,text_2,-1,class
1737,27958,id,37303,id_1,37304,id_2,"Указ Путина о гостайне не связан с Украиной, заявил Песков",text_1,Путин поговорил с д'Эстеном об Украине,text_2,-1,class
1740,27962,id,37308,id_1,37309,id_2,Петербург защитили от гостя с Майдана,text_1,Лавров: РФ и ОАЭ выступают за решение ближневосточного конфликта,text_2,-1,class
1744,27978,id,37218,id_1,37316,id_2,Путин прокомментировал скандал в ФИФА,text_1,Вашингтон прокомментировал заявления Путина по делу о взятках в ФИФА,text_2,-1,class
1749,28006,id,37323,id_1,37324,id_2,Уроженцев КНР обвинили в мошенничестве при поступлении в колледжи США,text_1,Бывшего сотрудника сената США обвинили в мошенничестве,text_2,-1,class
1752,28010,id,37329,id_1,37330,id_2,Иванов: пограничники России усилили прикрытие границы с Украиной,text_1,Число пересечений границы России и Украины упало на 40 процентов,text_2,-1,class
1753,28011,id,37190,id_1,37330,id_2,Гуманитарная колонна МЧС России пересекла границу с Украиной,text_1,Число пересечений границы России и Украины упало на 40 процентов,text_2,-1,class
1754,28012,id,37331,id_1,37332,id_2,Колосков: скандал не повлияет на выборы президента ФИФА,text_1,СМИ: Йозеф Блаттер является фаворитом на выборах президента ФИФА,text_2,-1,class
1757,28074,id,37242,id_1,37211,id_2,«Восточное партнерство» — политический труп,text_1,Кравцов: хакеры вновь атаковали портал видеонаблюдения за ЕГЭ,text_2,-1,class
1760,28077,id,37341,id_1,37342,id_2,Два офицера уволены после убийства полицейским соседей в Москве,text_1,Установлена личность подозреваемого в убийстве полицейского в Москве,text_2,-1,class
1763,28080,id,37346,id_1,37345,id_2,Полиция Израиля задержала подозреваемого в убийстве туристки из Польши,text_1,Задержан подозреваемый в убийстве полицейского на МКАД,text_2,-1,class
1766,28083,id,37348,id_1,37349,id_2,"Басурин: разведка ДНР зафиксировала применение силовиками РСЗО ""Град""",text_1,Чалый назвал выдачу земли «Ночным волкам» «нарушение здравого смысла»,text_2,-1,class
1769,28086,id,37353,id_1,37354,id_2,"Рыжков сообщил, что его допросили по делу об убийстве Немцова",text_1,В деле об убийстве Немцова появился пистолет,text_2,-1,class
1770,28087,id,37333,id_1,37355,id_2,"СМИ: взрыв произошел в магазине Roshen в Киеве, никто не пострадал",text_1,"Взрыв у магазина ""Рошен"" в Киеве посчитали хулиганством",text_2,-1,class
1771,28088,id,37356,id_1,37357,id_2,Бывшему спикеру палаты представителей США пригрозили тюрьмой,text_1,Бывшего спикера Палаты представителей США обвинили во лжи агентам ФБР,text_2,-1,class
1777,28094,id,37365,id_1,37364,id_2,Метеоагентство: возможны более мощные извержения вулкана в Японии,text_1,Силы самообороны Японии направились к месту извержения вулкана,text_2,-1,class
1779,28096,id,37353,id_1,37367,id_2,"Рыжков сообщил, что его допросили по делу об убийстве Немцова",text_1,Следствие по делу об убийстве Немцова назначило баллистическую экспертизу,text_2,-1,class
1781,28099,id,37370,id_1,37371,id_2,МЭР: добыча газа в России к 2018 году вырастет до 670 миллиардов кубов,text_1,Минэкономразвития предрекло падение добычи нефти в России к 2018 году,text_2,-1,class
1783,28104,id,37375,id_1,37374,id_2,МЭР прогнозирует укрепление курса рубля к 2018 году до 53 за доллар,text_1,Биржевой курс доллара впервые за месяц поднялся выше 53 руб.,text_2,-1,class
1787,28111,id,37337,id_1,37379,id_2,МВД Киева: При взрыве в магазине Roshen никто не пострадал,text_1,Взрыв в киевском магазине Roshen признали хулиганством,text_2,-1,class
1790,28114,id,37333,id_1,37379,id_2,"СМИ: взрыв произошел в магазине Roshen в Киеве, никто не пострадал",text_1,Взрыв в киевском магазине Roshen признали хулиганством,text_2,-1,class
1796,28137,id,37392,id_1,37391,id_2,СМИ: у Вашингтона есть тайные планы в связи с арестами в ФИФА,text_1,Голосование на выборах президента ФИФА будет тайным,text_2,-1,class
1797,28138,id,37259,id_1,37391,id_2,Австралия будет голосовать за Аль-Хусейна на выборах президента ФИФА,text_1,Голосование на выборах президента ФИФА будет тайным,text_2,-1,class
1798,28139,id,37393,id_1,37391,id_2,Платини призвал на выборах президента ФИФА поддержать Аль-Хусейна,text_1,Голосование на выборах президента ФИФА будет тайным,text_2,-1,class
1799,28140,id,37331,id_1,37391,id_2,Колосков: скандал не повлияет на выборы президента ФИФА,text_1,Голосование на выборах президента ФИФА будет тайным,text_2,-1,class
1801,28142,id,37396,id_1,37397,id_2,Блаттер: проблем могло быть меньше при других хозяевах ЧМ-2018 и 2022,text_1,Блаттер назвал ЧМ-2018 в России проблемой ФИФА,text_2,-1,class
1802,28143,id,37398,id_1,37399,id_2,"Школьник в Екатеринбурге захлебнулся, отдыхая с классом в аквапарке",text_1,В Екатеринбурге школьника ввели в кому после ЧП в аквапарке,text_2,-1,class
1803,28154,id,37402,id_1,37403,id_2,"Физики из Бристоля создали настоящий аналог ""звуковой отвертки""",text_1,Владимир Путин 2 июня встретится с главой правительства Словакии,text_2,-1,class
1806,28159,id,37407,id_1,37408,id_2,"Следствие просит арестовать водителя BMW, сбившего байкера в Москве",text_1,Сбивший байкера на Кутузовском проспекте водитель арестован,text_2,-1,class
1807,28161,id,37409,id_1,37410,id_2,Дуде вручено свидетельство об избрании на пост президента Польши,text_1,Польские чиновники не пришли на вручение Дуде удостоверения президента,text_2,-1,class
1808,28162,id,37302,id_1,37411,id_2,Сбербанк сократил каждого сотого сотрудника,text_1,Греф купил сотрудникам Сбербанка чизкейк,text_2,-1,class
1811,28167,id,37416,id_1,37417,id_2,"Жискар д'Эстен: Москва и Париж недопоняли друг друга по ""Мистралям""",text_1,"Переговоры по ""Мистралям"" в Москве закончились безрезультатно",text_2,-1,class
1813,28169,id,37420,id_1,37419,id_2,"Турчинов заявил, что Россия готовила ""агрессию"" против Украины 10 лет",text_1,Россия начала готовить новый гуманитарный конвой на Украину,text_2,-1,class
1815,28171,id,37296,id_1,37422,id_2,В Новосибирске задержан возможный убийца чемпиона мира по каратэ,text_1,Автослесарь назвал причину убийства чемпиона мира по каратэ,text_2,-1,class
1818,28187,id,37430,id_1,37431,id_2,Что может потерять Россия из-за скандала в ФИФА?,text_1,Зюганов: США раскручивают скандал с ФИФА из-за ЧМ-2018 в России,text_2,-1,class
1819,28195,id,37432,id_1,37433,id_2,МИД: РФ будет добиваться освобождения задержанных на Украине россиян,text_1,МИД РФ: Задержанные на Украине россияне чувствуют себя хорошо,text_2,-1,class
1827,28208,id,37305,id_1,37445,id_2,"Песков: Путин обсудил с Д'Эстеном ситуацию в мире, в том числе Украину",text_1,Путин обсудил с Меркель и Олландом кризис на Украине,text_2,-1,class
1829,28210,id,37425,id_1,37449,id_2,12 россиян пострадали от удара молнии в Кносский дворец на Крите,text_1,Кносский дворец на Крите закрыли после ЧП с молнией,text_2,-1,class
1832,28216,id,37391,id_1,37453,id_2,Голосование на выборах президента ФИФА будет тайным,text_1,На выборах президента ФИФА назначен второй тур,text_2,-1,class
1833,28217,id,37332,id_1,37453,id_2,СМИ: Йозеф Блаттер является фаворитом на выборах президента ФИФА,text_1,На выборах президента ФИФА назначен второй тур,text_2,-1,class
1834,28218,id,37390,id_1,37453,id_2,Федерация футбола США поддержит аль-Хусейна на выборах президента ФИФА,text_1,На выборах президента ФИФА назначен второй тур,text_2,-1,class
1835,28219,id,37454,id_1,37455,id_2,"РСА: ""Росгосстрах"" запросил 1,25 миллиона бланков полисов ОСАГО",text_1,«Росгосстрах» подготовился к возобновлению продажи полисов ОСАГО с 1 июня,text_2,-1,class
1836,28221,id,37458,id_1,37459,id_2,Медведев выразил готовность к работе с новым премьером Финляндии,text_1,Медведев поздравил нового премьера Финляндии Юхе Сипиля с назначением,text_2,-1,class
1838,28223,id,37332,id_1,37460,id_2,СМИ: Йозеф Блаттер является фаворитом на выборах президента ФИФА,text_1,Зепп Блаттер переизбран президентом ФИФА,text_2,-1,class
1844,28230,id,37332,id_1,37465,id_2,СМИ: Йозеф Блаттер является фаворитом на выборах президента ФИФА,text_1,Блаттер избран президентом ФИФА на пятый срок,text_2,-1,class
1846,28252,id,37469,id_1,37470,id_2,США не комментируют переизбрание Блаттера президентом ФИФА,text_1,Блаттер рассказал о медитации на выборах президента ФИФА,text_2,-1,class
1847,28253,id,37461,id_1,37470,id_2,Президент ФИФА Блаттер переизбран на пятый срок,text_1,Блаттер рассказал о медитации на выборах президента ФИФА,text_2,-1,class
1848,28254,id,37460,id_1,37470,id_2,Зепп Блаттер переизбран президентом ФИФА,text_1,Блаттер рассказал о медитации на выборах президента ФИФА,text_2,-1,class
1849,28255,id,37391,id_1,37470,id_2,Голосование на выборах президента ФИФА будет тайным,text_1,Блаттер рассказал о медитации на выборах президента ФИФА,text_2,-1,class
1850,28256,id,37332,id_1,37470,id_2,СМИ: Йозеф Блаттер является фаворитом на выборах президента ФИФА,text_1,Блаттер рассказал о медитации на выборах президента ФИФА,text_2,-1,class
1851,28257,id,37471,id_1,37470,id_2,"Блаттер заслужил победу на выборах президента ФИФА, считает Сорокин",text_1,Блаттер рассказал о медитации на выборах президента ФИФА,text_2,-1,class
1852,28259,id,37390,id_1,37470,id_2,Федерация футбола США поддержит аль-Хусейна на выборах президента ФИФА,text_1,Блаттер рассказал о медитации на выборах президента ФИФА,text_2,-1,class
1855,28262,id,37475,id_1,37473,id_2,"Аэропорт ""Домодедово"": задержки рейсов из-за гроз были несущественными",text_1,Из-за грозы в аэропортах Москвы задержаны десятки рейсов,text_2,-1,class
1858,28265,id,37479,id_1,37478,id_2,Кабмин Украины предложил назначить Саакашвили одесским губернатором,text_1,Саакашвили прочили в губернаторы Одесской области,text_2,-1,class
1860,28268,id,37484,id_1,37485,id_2,Порошенко в пятницу примет решение о назначении Саакашвили,text_1,Порошенко назначил Саакашвили губернатором Одесской области,text_2,-1,class
1861,28269,id,37477,id_1,37485,id_2,Саакашвили может стать губернатором Одесской области Украины,text_1,Порошенко назначил Саакашвили губернатором Одесской области,text_2,-1,class
1862,28270,id,37486,id_1,37487,id_2,Глава ФИФА Блаттер не думает о политических вмешательствах,text_1,"Блаттер остается президентом ФИФА, несмотря на скандал",text_2,-1,class
1868,28351,id,37501,id_1,37500,id_2,Шестнадцать человек погибли в результате аварии в Египте,text_1,В результате наводнений в США погибли 28 человек,text_2,-1,class
1869,28352,id,37502,id_1,37503,id_2,Пентагон изменит работу лабораторий после инцидента с сибирской язвой,text_1,Пентагон опять по ошибке отправил споры сибирской язвы за рубеж,text_2,-1,class
1870,28355,id,37504,id_1,37505,id_2,Винокурова: двигатели арт-рынка - послевоенное и современное искусство,text_1,Эксперт: Отмена банковской тайны Швейцарии не коснется денег граждан России,text_2,-1,class
1874,28363,id,37517,id_1,37518,id_2,"СМИ: Россия передала ЕС свой санкционный ""черный список""",text_1,Финские СМИ узнали о «черном списке» России из 89 европейцев,text_2,-1,class
1875,28368,id,37521,id_1,37522,id_2,"У ""неотключаемых"" потребителей электроэнергии могут взять гарантии",text_1,Контроль над неотключаемыми потребителями электроэнергии ужесточат,text_2,-1,class
1876,28372,id,37469,id_1,37523,id_2,США не комментируют переизбрание Блаттера президентом ФИФА,text_1,Путин поздравил Блаттера с переизбранием на пост президента ФИФА,text_2,-1,class
1877,28373,id,37461,id_1,37523,id_2,Президент ФИФА Блаттер переизбран на пятый срок,text_1,Путин поздравил Блаттера с переизбранием на пост президента ФИФА,text_2,-1,class
1878,28374,id,37487,id_1,37523,id_2,"Блаттер остается президентом ФИФА, несмотря на скандал",text_1,Путин поздравил Блаттера с переизбранием на пост президента ФИФА,text_2,-1,class
1880,28381,id,37487,id_1,37527,id_2,"Блаттер остается президентом ФИФА, несмотря на скандал",text_1,Путин поздравил Блаттера с переизбранием на пост президента ФИФА,text_2,-1,class
1883,28386,id,37474,id_1,37528,id_2,Десятки рейсов отменены или задержаны в аэропортах Москвы,text_1,«Аэрофлот» отменил 22 рейса из Москвы,text_2,-1,class
